nick,sig,date,text,forward,comment,like,topic
凯里热门,微博个人认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。（总台记者王​,0,0,0,2
新海南,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。via.人民网​,0,1,2,10
内蒙古日报,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,0,3,10
黑龙江日报,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,0,0,10
瞭望东方周刊,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,1,1,3,10
南海网,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。via.人民网​,0,0,0,10
蒋杰森TVC影视动画拍摄制作,微博个人认证,2022-01-09,发布了头条文章：《青海门源8日连发11次地震！牛乱冲狗狂叫，震前1秒为何暴闪强光？》O青海门源8日连发11次地震！牛乱冲狗狂叫，震前1秒为何暴闪强光？​,0,0,0,-1
金台法院,微博官方认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。（总台记者王​,0,0,5,2
陇南康县发改,微博官方认证,2022-01-09,竭尽全力保障人民群众生命财产安全——我省河西地区积极应对青海门源6.9级地震O网页链接​,0,0,0,36
无锡交通广播,微博官方认证,2022-01-09,【#青海门源6.9级地震造成9人受伤#记录到3.0级及以上余震12次】1月9日，@新京报我们视频从青海门源6.9级地震新闻发布会获悉，此次地震造成9人受伤，目前，8人已出院，1人留院观察，无人员死亡。专家综合分析认为，本次地震余震活动水平为5-6级，不会对西宁、海东、海南等地工作或生活造成大的影响。​,0,0,1,207
陇南康县发改,微博官方认证,2022-01-09,青海门源6.9级地震：张掖市近1.5万人受灾，预计财产损失上亿元O青海门源6.9级地震：张掖市近1.5万人受灾，预计财产损失上亿元​,0,0,0,26
Yanyang1114,未认证,2022-01-09,李杰翔在指挥青海门源“1·08”6.9级地震抗震救灾工作时强调：全力以赴做好抗震救灾工作确保人民群众生命财产安全和社会大局稳定O李杰翔在指挥青海门源“1·08”6.9级地震抗震救灾工作时强调：全力以赴做好抗震救灾工作确保人民群众生命财产安全和社会大局稳定​,0,0,0,36
兰州色彩,微博个人认证,2022-01-09,#青海门源地震暂未造成甘肃人员伤亡#【平安！#甘肃暂未收到因震人员伤亡报告#】8日，青海门源发生里氏6.9级地震，震源深度10公里，震中距甘肃省界7公里。甘肃省第一时间启动抗震救灾Ⅲ级应急响应，多部门迅速投入抗震救灾。经初步核查，甘肃省抗震救灾指挥部未接到人员伤亡报告。L新华网的微博视频​,0,0,0,7
阿叫拉诺,微博个人认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,0,0,10
山东高法,微博官方认证,2022-01-09,#小鲁说事#【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,30,8,10,24
陇南康县发改,微博官方认证,2022-01-09,新华全媒+|专家解读青海门源里氏6.9级地震灾害较轻原因O网页链接​,0,0,0,113
安徽商报,微博官方认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。（央视新闻）​,0,0,0,2
乐清公安,微博官方认证,2022-01-09,#平安2022#平安2022#青海省门源县发生6.9级地震公安机关快速响应保障群众安全,0,0,1,57
文明昌都,微博官方认证,2022-01-09,#文明昌都#【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。（​,0,0,0,2
陇南康县财政,微博官方认证,2022-01-09,『新华全媒+|专家解读青海门源里氏6.9级地震灾害较轻原因-新华社客户端』O网页链接​,0,0,0,113
南京广播电视台,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,0,0,10
陇南康县财政,微博官方认证,2022-01-09,『青海门源6.9级地震：张掖市近1.5万人受灾，预计财产损失上亿元_新闻频道_央视网(cctv.com)』O青海门源6.9级地震：张掖市近1.5万人受灾，预计财产损失上亿元​,0,0,0,26
舟曲融媒,微博官方认证,2022-01-09,一切如往常一样--青海门源6.9级地震震后首日见闻O网页链接​,0,0,0,255
大爱清尘--青海,未认证,2022-01-09,【青海震区尘友：“三九天”第一时间获“大爱清尘”关爱】#青橙在行动#距离青海门源6.9级地震发生不过30余小时，由青海工作区负责人马晓燕带队，携志愿者立即长途跋涉前往泉口镇、浩门镇，将“大爱清尘基金会”各位同事的关怀关爱带给震灾区尘友，为大家增添无限温馨。探访工作克服了患者居住分​,0,0,0,177
陇南成县红川镇政府,微博官方认证,2022-01-09,『新华全媒+|专家解读青海门源里氏6.9级地震灾害较轻原因-新华社客户端』O网页链接​,0,0,0,113
香港商報網,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,0,10,10
陇南成县司法,微博官方认证,2022-01-09,1月8日青海省门源地震发生后，张掖市第一时间启动《地震应急预案》，11个工作组迅速集结开展工作。截止1月8日晚10时，经各方现场核查，全市共有4830户房屋出现墙体裂缝、院墙倒塌，无人员伤亡情况，受灾人口14988人，预计财产损失1亿元；水库、道路、桥梁无异常，通讯畅通，各工矿商贸企业无财产损失，​,1,1,1,183
陇南成县红川镇政府,微博官方认证,2022-01-09,『青海门源6.9级地震：张掖市近1.5万人受灾，预计财产损失上亿元_新闻频道_央视网(cctv.com)』O青海门源6.9级地震：张掖市近1.5万人受灾，预计财产损失上亿元​,0,0,0,26
陇南成县司法,微博官方认证,2022-01-09,新华网兰州1月8日电记者从甘肃省张掖市山丹县了解到，1月8日青海省海北藏族自治州门源回族自治县发生6.9级地震后，距离震中较近的山丹县震感强烈。经排查，山丹境内全国重点文物保护单位汉明长城本体安然无恙。O网页链接2陇南·成县​,1,1,1,-1
青岛晚报,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,0,0,10
陇南成县司法,微博官方认证,2022-01-09,1月8日，青海门源发生里氏6.9级地震，震源深度10公里，震中距甘肃省界7公里。甘肃省第一时间启动抗震救灾Ⅲ级应急响应，多部门迅速投入抗震救灾。经初步核查，甘肃省抗震救灾指挥部未接到人员伤亡报告。记者就此次地震灾害较轻原因专访了甘肃省地震局副局长石玉成。（新华社客户端）​,1,1,1,7
36氪,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#，被当场抓获】据中国新闻网，8日1时45分，青海省海北藏族自治州门源回族自治县发生6.9级地震。被地震“摇醒”的西宁市民们纷纷来到街头避险，与此同时，西宁市公安局城北公安分局出街巡逻，竟在避险的人群中发现一名逃犯。据悉，巡逻期间，一张似曾相识的面孔进入了执​,3,4,36,124
陇南市徽县永宁镇,微博官方认证,2022-01-09,新华全媒+|专家解读青海门源里氏6.9级地震灾害较轻原因-新华社客户端O网页链接​,0,0,0,113
