nick,sig,date,text,forward,comment,like,topic
文明西安,微博官方认证,2022-01-13,【抗疫“夫妻档”#消防员丈夫与护士妻子携手抗疫#】在陕西商洛市有这样一对抗疫夫妻，丈夫李沣谕是一名消防救援干部，妻子田琳是一名医护人员。田琳作为商洛增援西安医疗队的成员，奋战在疫情抗击的最前线。丈夫李沣谕在妻子支援西安后，也第一时间投入当地疫情防控工作中。不同的战场，同样的坚守​,0,0,0,-1
微观大秦,微博个人认证,2022-01-13,【#小伙坚守抗疫一线连续20多天吃泡面#：现在就想吃媳妇的手擀面】1月12日，陕西西安。今年28岁的周斌是一名物业主管，疫情爆发以来和同事已在抗疫一线坚守了20多天，每天都会和10名保洁一起轮班倒进行消杀作业。周斌称，已经连续吃了二十多天方便面了，现在特别想吃上一碗媳妇做的手擀面，也特​,1,0,4,165
城市追擊傳媒,微博官方认证,2022-01-13,#天津市蔬菜粮油动态库存总体充足#【#商务部加大疫情地区货源组织力度#】商务部新闻发言人束珏婷13日在网上例行新闻发布会上表示，商务部加大疫情地区货源组织力度，指导陕西、河南、天津就地就近、分区分级、联保联供，保障生活必需品供应充足。据初步调查摸底，目前天津市批发市场、超市蔬菜、粮油​,1,0,0,-1
飞天之神降临,微博个人认证,2022-01-13,LoserCoin社区【上交所：免收注册地在陕西、河南、天津的上市公司2022年相关费用】财联社1月13日电，为支持陕西、河南、天津地区应对新冠疫情，发挥资本市场支持实体经济加快恢复发展功能，经研究决定，上海证券交易所减免下列项目收费：一、免收注册地在陕西省、河南省、天津市的上市公司2022​,0,0,0,136
粑孩儿,未认证,2022-01-13,“领导敢背锅，一线就敢拼死。领导想甩锅，一线就敢打太极。你敢给我打政治官腔，我就敢和你打技术官腔。你义正词严说要把人民生命安全放在第一位，不得以任何理由拒诊推诿病人，那我就一脸无辜以充分合理的专业理由，向你证明我之所以躺平不干恰恰是为了把人民生命安全放在第一位。当我们的决策者​,0,0,0,43
陕西新鲜事儿,微博个人认证,2022-01-13,#西安的烟火气回来了#【古都的复苏前奏】经过一个多月的艰辛努力，陕西单日新增病例持续下降，西安市中风险地区逐步降为低风险地区。随着疫情形势逐渐好转，西安市商贸服务业、邮政快递业、餐饮业有序复工营业。一度因疫情暂停的城市开始复苏，便利店、果蔬店、物流点、药店等陆续开门，古都西安复苏的​,0,0,0,116
黔中墨客,未认证,2022-01-13,"#疫情防控#【全国高中风险""19+53""】1月12日19时至1月13日19时，河南安阳市将文峰区调整为中风险地区。陕西安市将莲湖区桃园路街道西安航空学院（沣惠校区）由高风险地区调整为低风险地区，将莲湖区北关街道、莲湖区红庙坡街道、莲湖区土门街道、莲湖区枣园街道、莲湖区桃园路街道（不含西安航空学院）​",0,0,0,151
超级护食小老虎,未认证,2022-01-13,这火锅在封城期间可以说是非常解馋了海底捞这个小蘸料真的不好吃，麻辣清油（辣度适中）和番茄底料还不错，没有我喜欢的牛肉和豆制品，不过疫情期间解馋了第一次搞火锅，第一次和面解锁奶香咸酥小油条奶香麻叶真的好好吃哦，陕西的面可做万物，减肥大业差点抛之脑后，肥宅水真的拯救人​,0,0,0,120
粑孩儿,未认证,2022-01-13,不了了之了么？市卫健委省卫健委，停顿了两家民营医院，但领导层内部不问责么？问责的根本是改善，是变得更好。#西安疫情##西安网友称父亲心绞痛被拒诊耽误后离世#@凤凰网@新京报@健康陕西@西部热点网@澎湃新闻@央视新闻#西安疫情##陕西妇联回应孕妇在医院门口等2小时后流产#,0,0,0,158
各界导报社官微,微博官方认证,2022-01-13,【#护士回娘家遇疫情主动加入抗疫一线#】高妍是江苏省昆山市昆山协恩门诊的一名护士，前段时间，她回到陕西省西咸新区泾河新城探亲休假，正要返回江苏时赶上了疫情爆发，只好留了下来。随后，高妍主动找到西咸新区泾河新城永乐镇双赵村党支部书记邓伟，表示自己在昆山做过核酸采样工作，愿意成为医护​,0,0,0,263
各界新闻网官微,微博官方认证,2022-01-13,【#护士回娘家遇疫情主动加入抗疫一线#】高妍是江苏省昆山市昆山协恩门诊的一名护士，前段时间，她回到陕西省西咸新区泾河新城探亲休假，正要返回江苏时赶上了疫情爆发，只好留了下来。随后，高妍主动找到西咸新区泾河新城永乐镇双赵村党支部书记邓伟，表示自己在昆山做过核酸采样工作，愿意成为医护​,0,0,0,263
乐生活在延安,微博个人认证,2022-01-13,#新闻看点#12月以来，陕西疫情防控形势严峻复杂，工行延安延川县支行作为县级重点单位，迅速行动，认真落实当地政府和上级行防控工作要求，周密部署，狠抓落实，有效保障客户和员工的生命安全，全力做好金融服务工作。#疫情防控延安在行动#O支部建在山坡上同心抗疫显担当|工行延安延川支行“战疫”在行动​,0,0,0,138
西部网,微博官方认证,2022-01-13,【#陕西盘点2022年12起公安部门查处造谣传谣案件#】疫情防控以来，部分网民利用微信、微博、抖音等平台散布虚假不实信息，发表涉疫不当言论，干扰疫情防控秩序，破坏清朗网络空间，网信和公安部门依据《中华人民共和国刑法》《中华人民共和国网络安全法》《中华人民共和国治安管理处罚法》《网络信息内​,7,47,135,249
陕视新闻,微博官方认证,2022-01-13,【抗疫“夫妻档”#消防员丈夫与护士妻子携手抗疫#】在陕西商洛市有这样一对抗疫夫妻，丈夫李沣谕是一名消防救援干部，妻子田琳是一名医护人员。田琳作为商洛增援西安医疗队的成员，奋战在疫情抗击的最前线。丈夫李沣谕在妻子支援西安后，也第一时间投入当地疫情防控工作中。不同的战场，同样的坚守​,13,7,45,-1
摄像机里的故事,未认证,2022-01-13,【#小伙坚守抗疫一线连续20多天吃泡面#：现在就想吃媳妇的手擀面】1月12日，陕西西安。今年28岁的周斌是一名物业主管，疫情爆发以来和同事已在抗疫一线坚守了20多天，每天都会和10名保洁一起轮班倒进行消杀作业。周斌称，已经连续吃了二十多天方便面了，现在特别想吃上一碗媳妇做的手擀面，也特​,1,0,1,165
各界新闻网官微,微博官方认证,2022-01-13,【#小伙坚守抗疫一线连续20多天吃泡面#：现在就想吃媳妇的手擀面】1月12日，陕西西安。今年28岁的周斌是一名物业主管，疫情爆发以来和同事已在抗疫一线坚守了20多天，每天都会和10名保洁一起轮班倒进行消杀作业。周斌称，已经连续吃了二十多天方便面了，现在特别想吃上一碗媳妇做的手擀面，也特​,0,0,0,165
各界导报社官微,微博官方认证,2022-01-13,【#小伙坚守抗疫一线连续20多天吃泡面#：现在就想吃媳妇的手擀面】1月12日，陕西西安。今年28岁的周斌是一名物业主管，疫情爆发以来和同事已在抗疫一线坚守了20多天，每天都会和10名保洁一起轮班倒进行消杀作业。周斌称，已经连续吃了二十多天方便面了，现在特别想吃上一碗媳妇做的手擀面，也特​,0,0,6,165
各界导报社官微,微博官方认证,2022-01-13,#西安卫健委发布处理通告#【#西安2医院延误治疗被停业#】据陕西西安卫健委消息，本轮疫情发生后，西安高新医院、西安国际医学中心医院延误急危患者抢救和诊治，引发社会舆论广泛关注，社会影响恶劣。经研究，对西安高新医院、西安国际医学中心医院作出停业整顿3个月、给予警告、相关人员停职免职等处理​,0,0,0,158
各界新闻网官微,微博官方认证,2022-01-13,#西安卫健委发布处理通告#【#西安2医院延误治疗被停业#】据陕西西安卫健委消息，本轮疫情发生后，西安高新医院、西安国际医学中心医院延误急危患者抢救和诊治，引发社会舆论广泛关注，社会影响恶劣。经研究，对西安高新医院、西安国际医学中心医院作出停业整顿3个月、给予警告、相关人员停职免职等处理​,0,0,0,158
摄像机里的故事,未认证,2022-01-13,【#高校为1700余名防疫志愿者颁发证书#】近日，陕西西安。自2021年12月16日疫情封闭管理以来，@西安欧亚学院1700余名学生志愿者参与到学校疫情防控工作中，在核酸检测现场提醒排队的同学们保持一米间距；在公寓楼内，每位值班同学认真登记出入信息，确保同学们有序外出购。学校也为这些付出的同​,0,0,0,-1
延安同城事儿,微博个人认证,2022-01-13,【#高校为1700余名防疫志愿者颁发证书#】近日，陕西西安。自2021年12月16日疫情封闭管理以来，@西安欧亚学院1700余名学生志愿者参与到学校疫情防控工作中，在核酸检测现场提醒排队的同学们保持一米间距；在公寓楼内，每位值班同学认真登记出入信息，确保同学们有序外出购。学校也为这些付出的同​,0,0,0,-1
西安日报,微博官方认证,2022-01-13,【陕西省公安厅交警总队发布2022年春运道路交通安全预警】2022年春运从1月17日开始，至2月25日结束。1月13日，记者从省公安厅交警总队获悉，受疫情影响，我省多地仍采取道路交通管控措施。省公安厅交警总队对我省春运期间交通形势作出预判，并发出安全出行提示。预计公路出行保持高位运行据公安部​,1,4,2,73
陕西商务,微博官方认证,2022-01-13,【陕西省商务厅有关涉证工作联系方式】为了更好地保障疫情期间企业业务咨询和办证需求，现将省商务厅有关涉证工作联系方式予以公布。如有办证需要请提前联系，我们将竭诚做好各项服务保障工作。O网页链接​​​,1,0,0,-1
西安通诚,未认证,2022-01-13,张宝通:疫情期间病人重要还是乌纱帽重要惊闻西安市让西安高新医院和西安国际医学中心医院停业整改三个月，网上一片哗然，让我们到哪儿去看病？我们的主治医生和诊断资料全在医院，转换医院会给重症病人增潻很多麻烦和风险。疫情期间我响应政府号召，安心宅在家里，很多网友要求我对陕西防控疫​,0,0,0,-1
_我要睡懒觉啦,微博个人认证,2022-01-13,#这次换我护你长安#小善意，大温暖。我在“温暖家园助力陕西抗击疫情”项目捐款成功！愿点滴之举温暖更多心灵。@中华救助http://t.cn/A6xF105q​,0,0,1,16
陕西工人报,微博官方认证,2022-01-13,【#西安累计治愈新冠肺炎患者676人#】#陕西疫情防控#1月13日，记者在西安市政府召开西安市新冠肺炎疫情防控工作新闻发布会(第55场)上了解到，截至1月12日24时，累计治愈676人，均转入西安秦皇医院、省第四人民医院接受健康监测、隔离康复。现有1355例确诊病例在市胸科医院、市第四医院航天院区、长安​,0,0,0,89
中国乾县,微博官方认证,2022-01-13,#乾县身边事#关于乾县籍在外人员和大学生返乾管理办法的通告为切实做好乾县籍在外人员和大学生返乾管控工作，现就有关事项通告如下：一、严禁中高风险地区（包括天津、河南）乾县籍在外人员和大学生返乾。确需返乾的，抵乾第一时间实行14天集中隔离+14天居家健康监测管控，费用自理；对故意隐瞒中​,0,20,8,159
西安交警长安大队,微博官方认证,2022-01-13,【#防疫女辅警连续半月骑电瓶车执勤#：执勤点较偏不想麻烦同事接送】近日，陕西西安。十里铺派出所的女警魏文娟自冬至参与疫情防控以来已近半月没回家，每天骑着电瓶车上班执勤，为居民送物资、呼叫做核酸、维持秩序等。魏文娟称自己负责的小区较为偏僻，不想让同事绕道接送。丈夫在线喊话：“最美​,0,0,0,104
白鹿视频,微博官方认证,2022-01-13,【#陕西一高铁站将售票处搬进校内#学生可乘爱心大巴一站抵达高铁进站口】1月13日，陕西汉中。为减少学生购票时的疫情风险、尽早购票，汉中火车站工作人员走进@陕西理工大学，12日连夜在校内将售票设备安装调试完成，确保学生顺利购票。同时，铁路部门与校方联手，开行爱心大巴，将学生从学校送​,0,8,26,265
西安交警长安大队,微博官方认证,2022-01-13,【一图了解|#西安高中风险地区名单#（截至1月13日）】#陕西疫情防控#​​​,0,0,0,-1
文化艺术报报社,微博官方认证,2022-01-13,【#西安累计治愈676人#】1月13日下午，记者从西安市新冠肺炎疫情防控工作新闻发布会(第55场)上获悉，截至1月12日24时，西安市累计治愈676人，均转入西安秦皇医院、省第四人民医院接受健康监测、隔离康复。现有1355例确诊病例在市胸科医院、市第四医院航天院区、长安区医院隔离治疗，患者总体以轻型和​,0,0,0,89
网信让胡路,微博官方认证,2022-01-13,【#西安2医院延误治疗被停业##西安发方案保障2医院停业群众就医#】据西安卫健委13日上午消息，本轮疫情发生后，西安高新医院、西安国际医学中心医院延误急危患者抢救和诊治，引发社会舆论广泛关注，社会影响恶劣。经研究，对西安高新医院、西安国际医学中心医院作出停业整顿3个月、给予警告、相关人员​,1,0,2,158
西安地产零距离,微博官方认证,2022-01-13,【陕西发布春运道路交通安全预警这些收费站出入口将封闭】#陕西发布春运道路交通安全预警##西安广播电视台融媒体中心##西安地产零距离##同心抗疫只为守护万家灯火#2022年春运从1月17日开始，至2月25日结束。受疫情影响，陕西省多地仍采取道路交通管控措施。但随着疫情防控形势趋于平稳，西安等地疫​,1,0,3,73
西安网,微博官方认证,2022-01-13,#抗疫情西安有力量#抗疫是我们共同的责任，让我们携起手来，众志成城，共同抗疫！西安加油！@西咸新区秦汉新城发布抗疫MV《最好的未来》，致敬抗疫英雄！#西安我们一起加油##记陕西战疫中了不起的普通人#L西安网的微博视频​,1,0,1,254
西咸新区沣东新城,微博官方认证,2022-01-13,【一图了解｜#西安市中高风险地区名单#】#陕西疫情防控#,0,0,0,-1
Ruman1214,未认证,2022-01-13,#抗击疫情陕西在行动#,0,0,0,56
文化艺术报报社,微博官方认证,2022-01-13,【一图了解｜#西安市中高风险地区名单#】#陕西疫情防控#​​​,0,0,0,-1
石泉发布,微博官方认证,2022-01-13,刘国中在调研检查西安市疫情防控工作时强调坚持人民至上生命至上集中资源力量救治患者省委书记刘国中12日到西安市定点医院、隔离场所调研检查工作，看望医务工作者和隔离点工作人员。他强调，要坚决把党中央、国务院关于疫情防控工作的各项部署善始善终落实到位，千方百计救治患者，毫不松劲抓好集​,0,0,0,-1
西安晚报,微博官方认证,2022-01-13,【陕西省公安厅交警总队发布2022年春运道路交通安全预警】2022年春运从1月17日开始，至2月25日结束。1月13日，记者从省公安厅交警总队获悉，受疫情影响，我省多地仍采取道路交通管控措施。省公安厅交警总队对我省春运期间交通形势作出预判，并发出安全出行提示。预计公路出行保持高位运行据公安部​,5,0,10,73
云听资讯,微博官方认证,2022-01-13,【#西安本轮疫情累计报告本土确诊2031例#】陕西西安本轮疫情发生以来，截至1月12日24时，累计报告本土确诊病例2031例。目前，所有病例都已转运到定点医院隔离治疗。13日，西安1个高风险14个中风险地区调整为低风险地区。截至目前，全市还有2个高风险和23个中风险地区。@西安同城​,0,0,1,96
持有A股十六年盼解套,未认证,2022-01-13,我没有想到飞机降落到咸阳机场之后遇到了冷漠……。现在看到陕西的这一次的疫情，陕西发生得种种不尽人情的事情，我终于明白，那天晚上、以及早晨咸阳机场遇到的，不是偶然！,0,0,0,-1
小王想长高snow,未认证,2022-01-13,《关于封宿舍十五天后终于安全到家的这件小事》#疫情期间的大学生##陕西疫情##宝鸡#2宝鸡·宝鸡南站​,0,3,2,-1
商南县人民法院,微博官方认证,2022-01-13,【#西安延误心梗患者救治医院致歉#】1月13日，陕西西安国际医学中心医院发布致歉信，道歉信提到：我院在新冠肺炎疫情防控期间，院前机械地执行相关防疫政策，延误心梗患者及时救治而去世，我们深感痛心；对给患者亲属造成的痛苦，我们深深地道歉！我们真诚接受西安市卫生健康委员会的,0,0,0,259
商南县人民法院,微博官方认证,2022-01-13,【#西安疫情态势图#1月13日更新：#西安新增6例本土确诊#】陕西省卫健委今日通报：1月12日0-24时，西安市新增报告本土确诊病例6例，其中隔离管控发现4例、重点人群筛查发现2例。​​​via.@陕西发布​​​,0,0,1,-1
北京大兴,微博官方认证,2022-01-13,【北京疾控提醒#1月9日以来途经或旅居大连甘井子区泉水街道请报备#】目前，国外疫情高发，国内天津、河南、深圳等多地报告本土病例，全市疫情防控面临境外境内双重风险。春节将至，人员流动更加频繁，北京冬奥会和冬残奥会举办在即，疫情防控一刻也不能放松，要继续坚持“外防输入、内防反弹”的防控策​,0,0,0,173
莲子豆豆,微博个人认证,2022-01-13,上交所：免收注册地在陕西省等地上市公司2022年相关费用1月13日，上交所发布关于免收注册地在陕西省、河南省、天津市的上市公司2022年相关费用的通知。为支持陕西、河南、天津地区应对新冠疫情，发挥资本市场支持实体经济加快恢复发展功能，经研究决定，上海证券交易所减免下列项目收费：一、免收注册​,0,1,0,136
只有夏天最凉快-,未认证,2022-01-13,陕西疫情日趋稳定，西安新增个位数也在闭环内，目前形势应该外防输入，但省内各市相互隔绝，各县区自筑壁垒。非必要不返回！一年到头团聚很难得。春节慢慢会在抗击疫情中失去传统意义。希望都好起来。恢复往日车水马龙。​,0,0,2,-1
华商报时尚周刊,微博官方认证,2022-01-13,近日，小米品牌举办小米12新品发布会，正式发布小米第三代高端手机小米12、#小米12pro#和小尺寸准旗舰小米12X，一同发布的还有MIUI13、小米WatchS1、小米真无线降噪耳机3等多款重磅新品。小米集团创始人、董事长兼CEO雷军在发布会上表示，未来五年小米将投入1000亿规模的研发经费，并在产品策略上正​,0,1,0,-1
我在西安上学,微博个人认证,2022-01-13,#西安疫情最新消息#【陕西西安截至13日9时累计核酸采样484.47万人】今天（1月13日）下午，西安市召开第五十五场新冠肺炎疫情防控工作新闻发布会，通报疫情防控工作有关情况。西安市卫生健康委副主任丁力介绍说，1月12日9时起，西安市对所有封控区（除碑林区外）、集中隔离点，雁塔区、高新区、长安​,0,0,1,46
不起名酷bro,未认证,2022-01-13,#西安文理学院##西安疫情##高校放假#@陕西省教育厅你们能不能不要装死？​,0,0,1,6
陕西都市快报,微博官方认证,2022-01-13,【天路跋涉4000公里……#雪域高原的爱是这样运抵陕西的#】1月12日上午，经过5天跋涉，跨越近4000公里，4辆挂着“陕西加油”横幅的货车，满载防瘟香囊、鲜羊肉、矿泉水等物资抵达陕西。货车上装载的物资，代表着西藏阿里地区各族儿女对陕西的爱。自1994年开始对口支援西藏阿里地区以来，陕西共选派700​,1,5,33,206
西咸新区泾河新城,微博官方认证,2022-01-13,【一图了解｜#西安市中高风险地区名单#】#陕西疫情防控#​​​​#疫情防控#,0,1,0,-1
西安新闻网,微博官方认证,2022-01-13,【陕西省网络举报中心盘点2022年来12起公安部门查处的造谣传谣案件】疫情防控以来，部分网民利用微信、微博、抖音等平台散布虚假不实信息，发表涉疫不当言论，干扰疫情防控秩序，破坏清朗网络空间，网信和公安部门依据《中华人民共和国刑法》《中华人民共和国网络安全法》《中华人民共和国治安管理处罚​,1,0,1,249
陕西省文化和旅游厅,微博官方认证,2022-01-13,【#小伙坚守抗疫一线连续20多天吃泡面#：现在就想吃媳妇的手擀面】1月12日，陕西西安。今年28岁的周斌是一名物业主管，疫情暴发以来和同事已在抗疫一线坚守了20多天，每天都会和10名保洁一起轮班倒进行消杀作业。周斌称，已经连续吃了二十多天方便面了，现在特别想吃上一碗媳妇做的手擀面，也特​,0,6,4,165
西铁韩城车务段,微博官方认证,2022-01-13,【火车售票进校园啦】1月13日9时整，中国铁路西安局集团有限公司汉中车务段汉中站的工作人员携带着售票设备，来到了陕西理工大学，为乘车学生办理购票手续。#疫情防控##春运##春运购票攻略#,0,0,0,265
财经女侠云疏,微博个人认证,2022-01-13,1月13日：主力资金净流入前100：、1宁德时代：2.56亿2三峡能源：2.35亿3精华制药：2.24亿4紫金矿业：2.13亿5农业银行：2.07亿6数字政通：2.04亿7山西焦煤：1.94亿8中国石油：1.93亿9中信证券：1.87亿10数码视讯：1.39亿11四维图新：1.38亿12美盛文​,8,0,117,98
网络红尘作伴,未认证,2022-01-13,"头条新闻工作室陕西西安申请出战2022年春节燃放烟花爆竹赶走疫情国泰民安""众志成城共抗疫情""快手新知锦囊""L网络红尘作伴的微博视频​",0,0,0,55
永远是黎明最亮的那颗星,未认证,2022-01-13,西安终于降到个位数了：6例1月12日0—24时，本土病例124例（河南76例，其中安阳市43例、许昌市28例、郑州市3例、信阳市1例、滑县1例；天津41例，其中津南区40例、河西区1例；陕西6例，均在西安市；广东1例，在深圳市）。河南，天津，两地疫情还在继续。​,0,0,0,4
宁夏反邪教,未认证,2022-01-13,【#小伙坚守抗疫一线连续20多天吃泡面#：现在就想吃媳妇的手擀面】1月12日，陕西西安。今年28岁的周斌是一名物业主管，疫情爆发以来和同事已在抗疫一线坚守了20多天，每天都会和10名保洁一起轮班倒进行消杀作业。周斌称，已经连续吃了二十多天方便面了，现在特别想吃上一碗媳妇做的手擀面，也特​,0,0,0,165
南方日报,微博官方认证,2022-01-13,#西安疫情#【#西安本轮疫情累计报告本土确诊2031例#，中风险地区降至31个】1月13日，陕西西安市召开疫情防控新闻发布会，介绍疫情防控最新情况。2022年1月12日0时－24时，西安市新增本土确诊病例6例。2021年12月9日0时－2022年1月12日24时，西安市累计报告本土确诊病例2031例。目前，所有病例均已​,2,8,32,96
九张机爱宝,微博个人认证,2022-01-13,#2022春节档已有11部电影#正在排队做核酸检测的我，还不知道今年的春节该在哪儿过。婆家陕西疫情，这儿广东疫情，江西万一不收我，我就高速上过春节了​,0,3,1,1
陕西1频道,微博官方认证,2022-01-13,【天路跋涉4000公里……#雪域高原的爱是这样运抵陕西的#】1月12日上午，经过5天跋涉，跨越近4000公里，4辆挂着“陕西加油”横幅的货车，满载防瘟香囊、鲜羊肉、矿泉水等物资抵达陕西。货车上装载的物资，代表着西藏阿里地区各族儿女对陕西的爱。自1994年开始对口支援西藏阿里地区以来，陕西共选派700​,0,0,0,206
榆林宣传,微博官方认证,2022-01-13,#陕西疫情防控#【榆林疫情防控-整体篇】L榆林TV的微博视频​,0,0,0,245
江西交通12328,微博官方认证,2022-01-13,【#央视网评就地过年怎么过更有温度#】#倡导就地过年留人更要留心#2022年春节将至，眼下陕西、河南、天津等省份正遭遇新冠本土疫情，其中天津、安阳两市更是发现了奥密克戎变异毒株传播链。面对当前的疫情防控局势，多地时隔一年再度发出“就地过年”的倡议。回顾去年，疫情背景下的“就地过年”首次​,1,0,0,88
1011陕西秦腔广播,微博官方认证,2022-01-13,【陕西发布春运道路交通安全预警这些收费站出入口将封闭】2022年春运从1月17日开始，至2月25日结束。受疫情影响，陕西省多地仍采取道路交通管控措施。但随着疫情防控形势趋于平稳，西安等地疫情呈动态下降态势，风险区域逐步减少，出行需要将逐步得到释放。为此，陕西省公安厅交警总队对春运期间陕西​,1,0,1,73
甘州区融媒体中心,微博官方认证,2022-01-13,【甘州区疫情防控办：紧急提示（第8号）】1月12日，辽宁省大连市甘井子区在对天津市返连管控人员进行例行核酸检测时发现2人核酸检测结果阳性；云南省德宏州瑞丽市新增本土无症状感染者1例。根据最新疫情变化，现就有关事项紧急提示如下：1.2021年12月19日以来有河南省旅居史人员，2021年12月23日以​,0,0,0,46
1011陕西秦腔广播,微博官方认证,2022-01-13,【西安本轮疫情累计报告本土确诊病例2031例】1月13日，陕西西安市召开疫情防控新闻发布会，介绍疫情防控最新情况。2022年1月12日0时－24时，西安市新增本土确诊病例6例。2021年12月9日0时－2022年1月12日24时，西安市累计报告本土确诊病例2031例。目前，所有病例均已转运到定点医院隔离治疗。​,0,0,0,96
南阳师范学院文学院团委,未认证,2022-01-13,【中国好同学！#男生封校期间免费为百位同学理发#】陕西延安，大二学生曹玺在封校期间，义务为一百多位同学理发。曹玺称：理发是自学的，刚好趁疫情封校期间为同学们尽一点自己的绵薄之力。L陕视新闻的微博视频​​​,0,0,0,142
陕西新闻广播,微博官方认证,2022-01-13,#诗情战疫共佑长安#——陕西新闻广播抗击疫情诗歌接力朗诵王东L陕西新闻广播的微博视频​,0,0,0,-1
年代878,微博官方认证,2022-01-13,【可以回家啦！#陕西一大学包高铁送学生回家#】1月12日，陕西汉中。@陕西理工大学发布公告称：学生自1月15日起便可分批次、错峰有序回家。为做好疫情防控工作，确保学生在离校路途中的安全，学校与汉中高铁站协调，开通汉中至西安学校专列，一站直达。同时，还安排专属爱心大巴送学生前往高铁站​,0,0,0,14
财经微视角,微博个人认证,2022-01-13,【上交所：免收注册地在陕西省等地上市公司2022年相关费用】为支持陕西、河南、天津地区应对新冠疫情，发挥资本市场支持实体经济加快恢复发展功能，经研究决定，上海证券交易所减免下列项目收费：一、免收注册地在陕西省、河南省、天津市的上市公司2022年上市初费和上市年费。二、本所指导下属上证所​,0,0,1,136
1011陕西秦腔广播,微博官方认证,2022-01-13,【西安市高陵区有序推进复工复产】1月13日，陕西西安市召开疫情防控新闻发布会，介绍疫情防控最新情况。截至今天上午，西安市高陵区749家工业企业，已复工复产390家、到岗人数1.4万人，复工率52%。49家限上商贸企业，已复工复产26家、到岗人数1052人，到岗率62%。超市、便利店、药店、农贸市场等生活必​,0,0,0,81
国网渭南供电公司,微博官方认证,2022-01-13,#渭电快报##抗击疫情央企行动#【设备体检我负责】为保证“迎峰过冬”期间设备和电网的安全稳定运行，同时应对近期“疫情防控”的保电需求，自1月10日起，@国网渭南供电公司二次检修中心各班组全力以赴，积极开展专项巡视工作，对二次设备进行全方面健康检查。当前正值疫情攻坚阶段，保供电工作与疫​,1,0,1,149
西安交警,微博官方认证,2022-01-13,【一图了解|#西安高中风险地区名单#（截至1月13日）】#陕西疫情防控#​,1,5,3,-1
1011陕西秦腔广播,微博官方认证,2022-01-13,#西安的烟火气回来了#【古都的复苏前奏】经过一个多月的艰辛努力，陕西单日新增病例持续下降，西安市中风险地区逐步降为低风险地区。随着疫情形势逐渐好转，西安市商贸服务业、邮政快递业、餐饮业有序复工营业。一度因疫情暂停的城市开始复苏，便利店、果蔬店、物流点、药店等陆续开门，古都西安复苏的​,0,0,0,116
章新汶,未认证,2022-01-13,陕西今日新增确诊6例——为陕西控制住疫情而高兴！​,0,0,0,-1
陕西发布,微博官方认证,2022-01-13,【一图了解｜#西安市中高风险地区名单#】#陕西疫情防控#​,10,23,17,-1
西安张宝通,未认证,2022-01-13,疫情期间病人重要还是乌纱帽重要惊闻西安市让西安高新医院和西安国际医学中心医院停业整改三个月，网上一片哗然，让我们到哪儿去看病？我们的主治医生和诊断资料全在医院，转换医院会给重症病人增潻很多麻烦和风险。疫情期间我响应政府号召，安心宅在家里，很多网友要求我对陕西防控疫情发表意​,75,111,603,-1
微略阳,微博官方认证,2022-01-13,#兴州视野#陕西省网络举报中心盘点2022年来12起公安部门查处的造谣传谣案件。疫情防控以来，部分网民利用微信、微博、抖音等平台散布虚假不实信息，发表涉疫不当言论，干扰疫情防控秩序，破坏清朗网络空间，网信和公安部门依据《中华人民共和国刑法》《中华人民共和国网络安全法》《中华人民共和国治​,0,0,0,249
群众新闻网,微博官方认证,2022-01-13,【天路跋涉4000公里……#雪域高原的爱是这样运抵陕西的#】1月12日上午，经过5天跋涉，跨越近4000公里，4辆挂着“陕西加油”横幅的货车，满载防瘟香囊、鲜羊肉、矿泉水等物资抵达陕西。货车上装载的物资，代表着西藏阿里地区各族儿女对陕西的爱。自1994年开始对口支援西藏阿里地区以来，陕西共选派700​,1,0,1,206
我在西安上学,微博个人认证,2022-01-13,#西安疫情#【#高校为1700余名防疫志愿者颁发证书#】近日，陕西西安。自2021年12月16日疫情封闭管理以来，@西安欧亚学院1700余名学生志愿者参与到学校疫情防控工作中，在核酸检测现场提醒排队的同学们保持一米间距；在公寓楼内，每位值班同学认真登记出入信息，确保同学们有序外出购。学校也为​,0,0,2,-1
陕西省禁毒,微博官方认证,2022-01-13,#全民防疫#【#多方发力齐心抗疫入户宣传两毒并禁#】新型冠状病毒牵动百万人民的心，防控形势异常严峻，公安民警责无旁贷！#疫情就是命令#铜川市宜君县公安局党委要求全警投入疫情防控阻击战中，要以新型冠状病毒感染的肺炎疫情防控为当前重点工作。近期，宜君县公安局禁毒大队按照要求，结合辖区实际​,0,1,1,-1
陕西日报,微博官方认证,2022-01-13,【天路跋涉4000公里……#雪域高原的爱是这样运抵陕西的#】1月12日上午，经过5天跋涉，跨越近4000公里，4辆挂着“陕西加油”横幅的货车，满载防瘟香囊、鲜羊肉、矿泉水等物资抵达陕西。货车上装载的物资，代表着西藏阿里地区各族儿女对陕西的爱。自1994年开始对口支援西藏阿里地区以来，陕西共选派700​,0,0,2,206
态度陕西,未认证,2022-01-13,【陕西汉中火车站安排专列送大学生们回家过年】#疫情防控##高校放假#随着西安新冠确诊新增人数大幅减少，陕西疫情防控形势向好发展，各地大中专院校即将采取分批次、错峰放假。为减少旅客单独购票乘车的疫情风险，中国铁路西安局集团公司汉中车务段汉中车站于月初就开始走访车站周边大中专院校、大型​,0,0,1,-1
